gene_id	logFC	logCPM	LR	PValue	FDR	FC	entrez_id
Lrg1	-3.19606994	5.179899817	36.1436034	1.83e-09	2.78e-08	-9.164587463	76905
Snx33	-2.514952253	3.742703526	36.1431321	1.83e-09	2.78e-08	-5.715787387	235406
Trpv2	-1.77681686	4.351982204	36.13288322	1.84e-09	2.79e-08	-3.426692796	22368
Uba7	-2.556095557	5.913461862	36.12704391	1.85e-09	2.8e-08	-5.881138869	74153
Tap2	-2.767107093	5.392090741	36.12581217	1.85e-09	2.8e-08	-6.807415138	21355
Ssh3	-2.482641164	3.36260385	36.12558519	1.85e-09	2.8e-08	-5.589197533	245857
Thbs1	-3.173187166	8.739023341	36.1173476	1.86e-09	2.8e-08	-9.020373465	21825
Stmn3	1.46602827	6.478550758	36.10907922	1.87e-09	2.81e-08	2.762603031	20262
Cnn1	-3.576590228	2.800710517	36.10203724	1.87e-09	2.82e-08	-11.93056307	12797
Arhgap29	-1.700245087	6.288752066	36.09560254	1.88e-09	2.83e-08	-3.249561579	214137
Synpo2	-2.858939384	3.804449081	36.0366859	1.94e-09	2.91e-08	-7.254817808	118449
Cyp4v3	-2.424519534	4.271792648	35.95891377	2.02e-09	3.03e-08	-5.368501821	102294
Csgalnact1	-2.579806897	2.736328947	35.86517069	2.11e-09	3.17e-08	-5.978596713	234356
Fgl2	-2.568564577	7.333036581	35.85051337	2.13e-09	3.19e-08	-5.93218906	14190
H6pd	-2.064757766	5.972358627	35.83845014	2.14e-09	3.21e-08	-4.183637251	100198
Tmem63a	-2.564399034	3.582454443	35.80961407	2.18e-09	3.25e-08	-5.915085548	208795
Itm2c	-1.731518841	6.929405713	35.79234135	2.2e-09	3.28e-08	-3.320772388	64294
Hcfc1r1	-1.536000578	4.710360143	35.76953556	2.22e-09	3.31e-08	-2.899894828	353502
Rgcc	-2.583491813	3.744272595	35.75254187	2.24e-09	3.34e-08	-5.993886699	66214
9930111J21Rik2	-3.062665207	4.748596723	35.73479139	2.26e-09	3.37e-08	-8.355146977	245240
Cd300lf	-2.791827691	3.346484197	35.71590739	2.28e-09	3.39e-08	-6.925065378	246746
Rras	-2.730355119	3.363215377	35.67449864	2.33e-09	3.46e-08	-6.636189663	20130
Ear2	-2.279963654	4.536331455	35.63993311	2.37e-09	3.52e-08	-4.856657182	13587
Fabp4	-2.724190467	8.879352285	35.62870371	2.39e-09	3.54e-08	-6.607893645	11770
Arhgap6	-2.608568357	2.996312174	35.62411572	2.39e-09	3.54e-08	-6.098981573	11856
Gstm2	-2.995272672	3.518802999	35.57874842	2.45e-09	3.62e-08	-7.973829031	14863
Atp6v0d2	-2.025315417	5.453938745	35.55938889	2.47e-09	3.66e-08	-4.070808673	242341
Lss	1.453063542	5.363141883	35.55726838	2.48e-09	3.66e-08	2.737888211	16987
Ubash3b	-2.465372859	3.241914365	35.52298239	2.52e-09	3.72e-08	-5.522696549	72828
Tap1	-2.727188358	6.417743294	35.52175369	2.52e-09	3.72e-08	-6.621638994	21354
Tmem86a	-1.904540552	4.907385111	35.48722675	2.57e-09	3.78e-08	-3.7438965	67893
Csf2rb2	-2.851568028	4.385704837	35.47867602	2.58e-09	3.79e-08	-7.217844326	12984
Cyba	-2.105621464	5.060502062	35.45232545	2.61e-09	3.84e-08	-4.303831106	13057
Nr1h3	-1.790880435	5.24409144	35.43092127	2.64e-09	3.88e-08	-3.460259978	22259
Paox	-1.672099868	4.053279558	35.42492279	2.65e-09	3.88e-08	-3.186780977	212503
Fas	-3.418649386	2.751576593	35.39511364	2.69e-09	3.94e-08	-10.69340486	14102
Tnfaip6	-3.789795235	1.329183854	35.38138213	2.71e-09	3.96e-08	-13.83063255	21930
Sla	-2.503867949	4.372257668	35.37899404	2.71e-09	3.96e-08	-5.672040953	20491
Smad3	-1.948506434	4.289090806	35.36706531	2.73e-09	3.98e-08	-3.859747399	17127
Scara3	-2.326075807	4.015215967	35.35949534	2.74e-09	4e-08	-5.014395559	219151
Steap4	-3.036535444	6.779411781	35.34772114	2.76e-09	4.02e-08	-8.205182621	117167
Ptpru	-2.909017239	2.48701601	35.34455954	2.76e-09	4.02e-08	-7.511063731	19273
Sec16b	-3.190662358	1.579590529	35.34128586	2.77e-09	4.02e-08	-9.130300591	89867
Myh9	-1.998768265	9.160357881	35.31898574	2.8e-09	4.06e-08	-3.996586363	17886
Metrn	-1.983705851	3.616882138	35.30497454	2.82e-09	4.09e-08	-3.955077188	70083
Aspn	-2.701343223	5.912501975	35.29920377	2.83e-09	4.1e-08	-6.504071978	66695
Eng	-2.324539626	5.699154576	35.27569589	2.86e-09	4.14e-08	-5.009059072	13805
Mitf	-1.990886476	4.216147738	35.2539699	2.89e-09	4.18e-08	-3.974811587	17342
Ugp2	-1.782031713	6.523432449	35.20106977	2.97e-09	4.29e-08	-3.439101541	216558
Kndc1	-3.131393463	1.213566123	35.1706892	3.02e-09	4.36e-08	-8.762809301	76484
Mertk	-1.97429316	5.148460621	35.12419785	3.09e-09	4.46e-08	-3.929356757	17289
Bak1	-1.889321878	4.564326033	35.1227807	3.1e-09	4.46e-08	-3.704610529	12018
Tll1	-3.850428776	2.437208027	35.11627544	3.11e-09	4.47e-08	-14.42429374	21892
Sox17	-3.32228645	2.615357057	35.09033263	3.15e-09	4.52e-08	-10.00248424	20671
Dok3	-3.068603522	3.276154425	35.05614926	3.2e-09	4.6e-08	-8.389608691	27261
Man2b1	-1.708571675	6.950179152	35.03893992	3.23e-09	4.63e-08	-3.268370817	17159
Pld2	-2.40920748	3.117667576	34.96877602	3.35e-09	4.8e-08	-5.311824495	18806
Sox6	-2.281112864	3.616269046	34.96731371	3.35e-09	4.8e-08	-4.860527399	20679
Phldb2	-2.555451386	5.359301666	34.93302	3.41e-09	4.88e-08	-5.878513499	208177
Rtp4	-2.418071461	5.980139183	34.92371348	3.43e-09	4.9e-08	-5.344561038	67775
Actg2	-3.400580512	4.786834686	34.89396959	3.48e-09	4.97e-08	-10.56031169	11468
Fhl3	-3.727898092	2.570300747	34.8751129	3.52e-09	5.01e-08	-13.24979462	14201
Dpep2	-3.334674553	1.625528866	34.83937189	3.58e-09	5.1e-08	-10.08874317	319446
Sorl1	-2.4300063	5.180192212	34.82388829	3.61e-09	5.13e-08	-5.388957839	20660
Ctla2a	-2.100674815	4.986851467	34.79992123	3.65e-09	5.19e-08	-4.289099589	13024
S1pr3	-2.591722679	4.239881086	34.74463192	3.76e-09	5.33e-08	-6.028180765	13610
Lbh	-1.76356688	5.952625839	34.72577802	3.8e-09	5.38e-08	-3.39536549	77889
Sema3c	-2.407507378	5.228521416	34.69387752	3.86e-09	5.46e-08	-5.305568618	20348
Ctsa	-1.598622214	7.586092599	34.68868233	3.87e-09	5.47e-08	-3.028539471	19025
Crabp1	-3.585122488	1.868936568	34.6746467	3.9e-09	5.51e-08	-12.00133081	12903
Ggh	-1.60598301	4.686797328	34.6016779	4.05e-09	5.71e-08	-3.044030914	14590
Uap1l1	-1.94262731	4.547516033	34.59581659	4.06e-09	5.72e-08	-3.844050555	227620
Parp14	-2.325912423	8.502182478	34.56192981	4.13e-09	5.82e-08	-5.013827716	547253
A630033H20Rik	-2.996101498	2.479128161	34.50555681	4.25e-09	5.98e-08	-7.978411294	NA
Aldh1a2	-4.904951385	3.065766058	34.48397861	4.3e-09	6.04e-08	-29.95970233	19378
Cacna1h	-2.419493593	4.400818851	34.47804078	4.31e-09	6.06e-08	-5.349832022	58226
Vasn	-2.147540904	4.51231374	34.43031249	4.42e-09	6.2e-08	-4.430719218	246154
Acadl	-2.240813008	5.844458116	34.42214716	4.44e-09	6.22e-08	-4.726633514	11363
Sh3kbp1	-1.661662924	5.236284635	34.3866844	4.52e-09	6.33e-08	-3.163809915	58194
Gbp2b	-2.559048445	7.666836925	34.37620512	4.54e-09	6.35e-08	-5.893188629	14468
Lamc1	-1.624192235	7.931034361	34.37589384	4.54e-09	6.35e-08	-3.082695167	226519
Egfl7	-1.7193755	5.566679047	34.36327406	4.57e-09	6.39e-08	-3.292938344	353156
H2-T23	-2.374588619	6.469247387	34.35736513	4.59e-09	6.4e-08	-5.185879268	15040
Arhgap18	-1.656266635	4.795840783	34.33071845	4.65e-09	6.48e-08	-3.151998034	73910
Rhbdf2	-2.604278208	4.501637965	34.32739811	4.66e-09	6.49e-08	-6.080871943	217344
Il33	-4.328917907	4.224504309	34.32424716	4.67e-09	6.49e-08	-20.09713449	77125
Ednra	-2.871724193	3.573498104	34.30224393	4.72e-09	6.56e-08	-7.319393928	13617
Fads3	-1.681435833	4.636950193	34.27876406	4.78e-09	6.63e-08	-3.207470136	60527
Pamr1	-2.880632488	3.058517942	34.24837637	4.85e-09	6.73e-08	-7.364729248	210622
Pld3	-1.653298913	7.101388651	34.20910381	4.95e-09	6.86e-08	-3.145520824	18807
Aif1	-1.858308862	4.57550453	34.17767077	5.03e-09	6.96e-08	-3.625823911	11629
Etv5	-2.35627518	3.685175749	34.1650946	5.06e-09	7e-08	-5.12046624	104156
Slc4a2	-1.489307716	4.92552352	34.13821951	5.13e-09	7.09e-08	-2.807542216	20535
Fgfr1	-1.705931036	5.14853204	34.09738454	5.24e-09	7.23e-08	-3.262394021	14182
Cdk6	-2.844690964	3.115816822	34.08741258	5.27e-09	7.26e-08	-7.183520053	12571
Oasl1	-2.990739397	6.253463466	34.03308675	5.42e-09	7.46e-08	-7.948812776	231655
Slc7a8	-1.90485877	4.635345	34.02551528	5.44e-09	7.48e-08	-3.744722388	50934
Daam2	-2.488557219	3.545857752	34.0242485	5.44e-09	7.48e-08	-5.612164199	76441
Jak3	-2.736186978	4.051556632	33.99520007	5.52e-09	7.59e-08	-6.663069665	16453
Tec	-2.447673891	3.324274727	33.96593668	5.61e-09	7.69e-08	-5.455358063	21682
Sgcd	-3.06536304	2.554551031	33.942872	5.68e-09	7.78e-08	-8.370785681	24052
Rgs18	-3.922471138	1.917209655	33.94118204	5.68e-09	7.78e-08	-15.16287203	64214
Trim14	-2.517664522	4.904686863	33.93260041	5.71e-09	7.8e-08	-5.726543185	74735
Rcsd1	-2.802907565	3.713974623	33.904119	5.79e-09	7.91e-08	-6.978454515	226594
3632451O06Rik	-3.120401838	2.332482897	33.89839223	5.81e-09	7.93e-08	-8.69630077	NA
Ptger4	-2.880125621	2.757728575	33.87824052	5.87e-09	8e-08	-7.362142229	19219
Tmcc3	-1.824134916	4.706127663	33.86452187	5.91e-09	8.05e-08	-3.540946179	319880
Cxcl1	-3.609800227	1.562518935	33.8339085	6e-09	8.17e-08	-12.20838304	14825
St8sia4	-2.504598336	5.046889517	33.81547859	6.06e-09	8.24e-08	-5.674913241	20452
Inpp4b	-2.489209986	4.845515673	33.76007645	6.23e-09	8.47e-08	-5.614704072	234515
Ptgir	-2.922455741	2.226275559	33.75917357	6.24e-09	8.47e-08	-7.581355102	19222
Mmp23	-2.771209892	2.688667995	33.73950935	6.3e-09	8.54e-08	-6.826801919	26561
P2rx5	-3.251712955	1.836482995	33.72068956	6.36e-09	8.62e-08	-9.524959481	94045
Tuba8	-4.812687968	1.889172245	33.71354849	6.39e-09	8.64e-08	-28.10369595	53857
Scube1	-3.547732051	2.59134463	33.69853752	6.43e-09	8.7e-08	-11.69428743	64706
Bhlhe40	-1.994072678	4.635708569	33.68422232	6.48e-09	8.76e-08	-3.983599688	20893
Mn1	-2.990390501	2.414937716	33.65550763	6.58e-09	8.88e-08	-7.946890694	433938
Fbln2	-1.70363227	7.130530148	33.63932214	6.63e-09	8.94e-08	-3.257199915	14115
Adamtsl3	-3.536632207	2.377166378	33.62859125	6.67e-09	8.98e-08	-11.60465886	269959
Cldn5	-3.09768977	4.516299141	33.61988225	6.7e-09	9.02e-08	-8.56046859	12741
Col18a1	-2.379609499	7.444230211	33.58640873	6.82e-09	9.16e-08	-5.20395865	12822
Parvb	-2.763645309	3.092069819	33.57158396	6.87e-09	9.22e-08	-6.791100151	170736
5430427O19Rik	-2.80376551	3.368229958	33.51047082	7.09e-09	9.51e-08	-6.98260571	71398
Ctla2b	-2.598100398	3.417465576	33.50884321	7.09e-09	9.51e-08	-6.054888519	13025
Cpne8	-2.536879593	3.08015995	33.50329617	7.11e-09	9.53e-08	-5.803324466	66871
2310001H17Rik	-4.404936039	1.215986955	33.45838641	7.28e-09	9.74e-08	-21.18448334	76432
Ctso	-2.250487178	4.548765589	33.45432186	7.3e-09	9.75e-08	-4.758435047	229445
Plekhg3	-1.797158398	4.061312102	33.45237412	7.3e-09	9.75e-08	-3.475350288	263406
H2-K1	-2.441792337	8.191585093	33.42001445	7.43e-09	9.91e-08	-5.433163028	14972
Rgs5	-1.870652517	7.417003485	33.41350663	7.45e-09	9.93e-08	-3.656979442	19737
Actn2	-3.841828581	4.256112695	33.38286466	7.57e-09	1.01e-07	-14.33856341	11472
Atp10a	-2.489061895	4.462921749	33.36225749	7.65e-09	1.02e-07	-5.614127759	11982
Ifit3	-2.637256791	9.047644094	33.36070249	7.66e-09	1.02e-07	-6.221475574	15959
Ccl3	-3.139124379	3.54060745	33.35904306	7.66e-09	1.02e-07	-8.80989228	20302
Cox7a1	-4.427495051	3.695030081	33.3436973	7.72e-09	1.02e-07	-21.51834252	12865
Hey2	-2.400896397	2.825909685	33.33655522	7.75e-09	1.03e-07	-5.281312088	15214
AW112010	-3.077053813	5.284569113	33.32486488	7.8e-09	1.03e-07	-8.438893305	107350
C1qtnf1	-2.654285303	3.630344972	33.22677418	8.2e-09	1.08e-07	-6.295344389	56745
H2-D1	-2.056722336	8.549728585	33.17790404	8.41e-09	1.11e-07	-4.160400271	14964
Ltbp2	-3.084354772	4.747789704	33.1684321	8.45e-09	1.12e-07	-8.481707741	16997
Casq2	-5.786138686	2.748192995	33.16389614	8.47e-09	1.12e-07	-55.18249133	12373
Flrt2	-1.95719913	5.018014515	33.16026722	8.49e-09	1.12e-07	-3.883073809	399558
Nid2	-1.648573541	5.046926288	33.10410421	8.74e-09	1.15e-07	-3.135234907	18074
Cmtm3	-1.743063845	4.637688824	33.07585989	8.86e-09	1.17e-07	-3.347453106	68119
Gfra2	-2.54183039	2.999346333	33.07057987	8.89e-09	1.17e-07	-5.823273545	14586
Ceacam1	-2.432952383	3.190113276	33.04579569	9e-09	1.18e-07	-5.399973708	26365
Slc7a7	-2.164297108	5.152463885	33.04532878	9e-09	1.18e-07	-4.482479881	20540
Fyco1	-1.568004652	6.033255427	33.03898952	9.03e-09	1.18e-07	-2.96494358	17281
Mgst3	-3.052647911	3.672413486	33.00975422	9.17e-09	1.2e-07	-8.297334288	66447
Sash3	-2.886859224	4.058968046	33.00491287	9.19e-09	1.2e-07	-7.396584442	74131
Smim3	-2.976718407	2.18604347	33.00113156	9.21e-09	1.2e-07	-7.871935542	106878
Dapp1	-2.960779892	3.10843103	32.91981794	9.6e-09	1.25e-07	-7.7854471	26377
Tgfb2	-2.33067959	3.610320228	32.91064934	9.65e-09	1.26e-07	-5.030422549	21808
Scn5a	-3.29949617	3.50368661	32.90660515	9.67e-09	1.26e-07	-9.845716303	20271
Ldb3	-3.811860715	3.928078149	32.90084672	9.7e-09	1.26e-07	-14.04379284	24131
Adgrd1	-3.09870425	3.913662199	32.89102637	9.75e-09	1.27e-07	-8.566490291	243277
Ablim2	-3.069692333	1.734423602	32.85441662	9.93e-09	1.29e-07	-8.395942772	231148
Ctsz	-1.523024274	7.968322476	32.83516041	1e-08	1.3e-07	-2.873928709	64138
Limch1	-2.069875343	4.114416427	32.81132567	1.02e-08	1.32e-07	-4.198503944	77569
Parp10	-2.296956523	5.673460067	32.80476943	1.02e-08	1.32e-07	-4.914199825	671535
Igtp	-2.862480536	6.870344523	32.79428854	1.02e-08	1.33e-07	-7.272646918	16145
Sep-04	-2.139824933	3.740299468	32.77980988	1.03e-08	1.33e-07	-4.407085644	18952
Neat1	-2.600879466	8.270642783	32.75937919	1.04e-08	1.35e-07	-6.06656331	66961
Swap70	-1.921027496	5.186451638	32.67521274	1.09e-08	1.41e-07	-3.786926698	20947
Tnfsf12	-2.872094943	2.32922551	32.67118284	1.09e-08	1.41e-07	-7.321275136	21944
2610305D13Rik	-2.704621114	2.218766237	32.64854005	1.1e-08	1.42e-07	-6.518866425	NA
Sipa1l2	-1.733500571	5.315596665	32.62029633	1.12e-08	1.44e-07	-3.325337035	244668
Slc41a3	-3.492599955	2.258790948	32.61776481	1.12e-08	1.44e-07	-11.25582544	71699
Pdgfd	-3.084164033	1.964889835	32.61480556	1.12e-08	1.44e-07	-8.480586446	71785
Tor4a	-2.309572996	4.174792363	32.57832101	1.14e-08	1.47e-07	-4.957363318	227612
Runx2	-2.892373521	2.055949741	32.54557503	1.16e-08	1.49e-07	-7.424909909	12393
Tfeb	-2.438635001	3.073120839	32.53959625	1.17e-08	1.5e-07	-5.42128556	21425
Adgrf5	-1.99601017	6.233670523	32.4383106	1.23e-08	1.58e-07	-3.988953126	224792
Ptprz1	-3.218703856	4.022399783	32.41002229	1.25e-08	1.6e-07	-9.309501108	19283
Lrp10	-1.881801299	5.777354695	32.40885867	1.25e-08	1.6e-07	-3.68534913	65107
Eps8	-2.506451086	4.174200807	32.39552564	1.26e-08	1.6e-07	-5.682205805	13860
Il1rl2	-2.864912346	1.970284211	32.3953117	1.26e-08	1.6e-07	-7.284916044	107527
Ube2l6	-2.505581204	5.893260312	32.38321051	1.27e-08	1.61e-07	-5.678780718	56791
Ppp1r3b	-2.596203672	3.568578929	32.37323726	1.27e-08	1.62e-07	-6.046933328	244416
Necap2	-1.717042227	4.629395526	32.36777929	1.28e-08	1.62e-07	-3.287616974	66147
Nlrp3	-3.205355443	2.405038248	32.34933714	1.29e-08	1.64e-07	-9.223762992	216799
Abca9	-2.808657615	4.020440814	32.34368419	1.29e-08	1.64e-07	-7.006323559	217262
Ech1	-2.002287175	5.973685912	32.32823173	1.3e-08	1.65e-07	-4.006346426	51798
Tlcd2	-2.707271067	2.486247385	32.3136305	1.31e-08	1.66e-07	-6.530851331	380712
Gbp9	-2.676344382	7.264924842	32.28635653	1.33e-08	1.68e-07	-6.392341049	236573
Fxyd1	-3.648031443	2.745371686	32.28076436	1.33e-08	1.69e-07	-12.53622821	56188
Irak2	-2.25356286	3.457927205	32.23619815	1.37e-08	1.73e-07	-4.768590375	108960
Mavs	-1.746954744	4.216695759	32.18730501	1.4e-08	1.77e-07	-3.356493258	228607
Lrrk1	-2.430805597	4.533452395	32.18241518	1.4e-08	1.77e-07	-5.391944315	233328
Sod3	-2.941830044	4.323242815	32.16853754	1.41e-08	1.78e-07	-7.683853667	20657
Icam1	-2.425742571	5.181284894	32.14930927	1.43e-08	1.8e-07	-5.373054869	15894
Mmel1	-2.672944851	1.469054081	32.148446	1.43e-08	1.8e-07	-6.377296026	27390
Cfh	-2.640935729	7.070465743	32.13952301	1.43e-08	1.8e-07	-6.237360866	12628
Nceh1	-1.821437941	6.239526451	32.12944686	1.44e-08	1.81e-07	-3.534332916	320024
Vamp5	-3.459620114	2.546253359	32.12667241	1.44e-08	1.81e-07	-11.0014373	53620
Gbp5	-3.071825481	6.488906349	32.12317674	1.45e-08	1.81e-07	-8.408366075	229898
Slc43a2	-1.489864475	6.300270423	32.0403075	1.51e-08	1.89e-07	-2.808625901	215113
Plekhg2	-2.161086328	4.075173083	32.01590745	1.53e-08	1.91e-07	-4.472515022	101497
Kitl	-1.836640629	4.939790548	32.00761415	1.54e-08	1.92e-07	-3.571773581	17311
Slc31a2	-1.935884084	4.235117101	32.00258761	1.54e-08	1.92e-07	-3.826125202	20530
Il17rd	-2.046664327	3.065885749	31.99321206	1.55e-08	1.93e-07	-4.131496161	171463
Tns3	-1.721766981	6.629507126	31.97314603	1.56e-08	1.95e-07	-3.298401406	319939
Themis2	-2.510076677	5.340065097	31.96682779	1.57e-08	1.95e-07	-5.696503536	230787
Cdkn1a	-2.171783446	4.964485775	31.9498419	1.58e-08	1.97e-07	-4.505800525	12575
Alox5	-3.066328812	1.605545941	31.93733109	1.59e-08	1.98e-07	-8.376391147	11689
H2-T10	-3.065107427	3.684099158	31.91435604	1.61e-08	2e-07	-8.369302695	15024
Camk2n1	-2.792314014	1.785947556	31.9119078	1.61e-08	2e-07	-6.927400165	66259
Lgals3bp	-2.335589293	6.95024969	31.88343131	1.64e-08	2.03e-07	-5.047570981	19039
Ssfa2	-1.448825985	6.294792333	31.86205572	1.66e-08	2.05e-07	-2.729858145	NA
Sspn	-1.956571078	4.10937469	31.85630933	1.66e-08	2.06e-07	-3.881383749	16651
Tlr5	-3.800409281	1.832571562	31.85128577	1.66e-08	2.06e-07	-13.93276106	53791
Slitrk2	-3.057615443	2.806189968	31.78866138	1.72e-08	2.12e-07	-8.325953165	245450
Csrnp1	-2.807312984	3.212700888	31.77368789	1.73e-08	2.14e-07	-6.999796516	215418
Cpt1a	-1.265862544	7.315780355	31.77294974	1.73e-08	2.14e-07	-2.404709373	12894
Slc12a4	-1.841615904	4.494017682	31.75168837	1.75e-08	2.16e-07	-3.584112454	20498
Fbxo6	-2.067872669	3.85362421	31.72521354	1.78e-08	2.19e-07	-4.192679844	50762
Pla2g15	-1.505973216	5.280481529	31.72397852	1.78e-08	2.19e-07	-2.840161988	192654
Moxd1	-2.934320386	2.268598837	31.72086209	1.78e-08	2.19e-07	-7.643960834	59012
Ablim3	-2.932264515	1.818701552	31.70349864	1.8e-08	2.21e-07	-7.633075782	319713
Card11	-2.936735041	3.455184093	31.66386918	1.83e-08	2.25e-07	-7.65676533	108723
Irgm2	-2.589363183	6.773177366	31.61659548	1.88e-08	2.3e-07	-6.018329863	54396
Lgi3	-2.573207346	1.643426168	31.60652422	1.89e-08	2.31e-07	-5.95131032	213469
Pappa	-2.987135455	3.54069782	31.58347522	1.91e-08	2.34e-07	-7.928980927	18491
Lpar1	-2.950072761	3.786012953	31.57944781	1.91e-08	2.34e-07	-7.727880373	14745
Pon2	-2.080816405	4.392589261	31.57520004	1.92e-08	2.34e-07	-4.230465458	330260
Ugt1a6b	-2.709012951	3.538709286	31.5535323	1.94e-08	2.37e-07	-6.538741325	394435
Gm14005	-2.399960636	2.809098006	31.53551732	1.96e-08	2.39e-07	-5.277887635	NA
Idi1	1.547199503	5.921021612	31.52932947	1.96e-08	2.39e-07	2.922492865	319554
Efhd2	-1.501562599	5.733055067	31.52099762	1.97e-08	2.4e-07	-2.831492286	27984
Optn	-2.460848705	3.682790549	31.51931287	1.97e-08	2.4e-07	-5.505405025	71648
Ccdc88b	-2.60402024	3.667577978	31.50723102	1.99e-08	2.42e-07	-6.079784721	78317
Ephb4	-2.502923403	4.987591146	31.50038157	1.99e-08	2.42e-07	-5.66832863	13846
Itih5	-2.962689524	5.868689756	31.45709331	2.04e-08	2.47e-07	-7.795759175	209378
Btk	-2.870427649	3.54587002	31.44556101	2.05e-08	2.49e-07	-7.312818972	12229
Gbp4	-2.724902139	6.720093445	31.42050619	2.08e-08	2.52e-07	-6.61115408	17472
Nacc2	-2.265929072	4.567160103	31.38453193	2.12e-08	2.56e-07	-4.80964053	67991
Naaa	-2.667379942	3.896672482	31.35554161	2.15e-08	2.6e-07	-6.352744259	67111
Chl1	-2.945528062	5.119653011	31.34725011	2.16e-08	2.61e-07	-7.703574729	12661
C1qtnf5	-2.029531198	3.137156368	31.34372625	2.16e-08	2.61e-07	-4.082721613	235312
Bin2	-2.755389716	3.705404875	31.34274439	2.16e-08	2.61e-07	-6.752350137	668218
Adamts14	-2.760857439	2.198781221	31.33411588	2.17e-08	2.62e-07	-6.777989675	237360
Ucp2	-1.462068035	7.185260862	31.32115066	2.19e-08	2.63e-07	-2.755030013	22228
Coro1a	-1.78491324	6.302682726	31.31558227	2.19e-08	2.64e-07	-3.445977401	12721
Rhbdl3	-2.37005075	1.887939103	31.31218111	2.2e-08	2.64e-07	-5.16959317	246104
Stxbp2	-1.658664674	4.766841415	31.2940192	2.22e-08	2.66e-07	-3.157241622	20911
Dlc1	-1.576539569	5.952203414	31.27855265	2.24e-08	2.68e-07	-2.982536036	50768
Mmp3	-4.556826738	2.697113401	31.24119891	2.28e-08	2.73e-07	-23.53648113	17392
Cotl1	-1.706671402	7.185771027	31.22343668	2.3e-08	2.76e-07	-3.264068655	72042
Tor3a	-2.293348796	6.42856647	31.21629558	2.31e-08	2.76e-07	-4.901926309	30935
Kctd11	-2.641874374	2.958037346	31.20361099	2.32e-08	2.78e-07	-6.241420331	216858
Cthrc1	-3.028332255	2.943081789	31.19807672	2.33e-08	2.78e-07	-8.158660199	68588
Fbln5	-2.339408535	4.654342918	31.18840186	2.34e-08	2.8e-07	-5.060951099	23876
Cd151	-1.541103022	6.294609577	31.15509618	2.38e-08	2.84e-07	-2.910169174	12476
Rab37	-3.211179717	1.480927861	31.13486875	2.41e-08	2.87e-07	-9.261075317	58222
Gm21188	-3.103560833	2.687788085	31.12415061	2.42e-08	2.88e-07	-8.59537649	100861753
Pkib	-2.852487255	2.933784362	31.11906626	2.43e-08	2.89e-07	-7.222444714	18768
Gpr137b	-1.470795144	5.716692317	31.10233439	2.45e-08	2.91e-07	-2.771746168	83924
Pld1	-2.331840766	3.415488352	31.0952683	2.46e-08	2.92e-07	-5.034472995	18805
Slc2a4	-3.5851997	4.015782354	31.08333819	2.47e-08	2.93e-07	-12.00197313	20528
Atp2a3	-2.976612588	4.22748724	31.0673122	2.49e-08	2.96e-07	-7.87135817	53313
Ell2	-2.473010977	4.3912375	31.0649585	2.5e-08	2.96e-07	-5.55201312	192657
Fpr1	-3.241376132	2.692645397	31.06197156	2.5e-08	2.96e-07	-9.456957622	14293
Cib1	-1.982912698	4.036587448	31.05830042	2.5e-08	2.96e-07	-3.952903395	23991
Il1b	-2.795773538	3.965995278	31.05393572	2.51e-08	2.97e-07	-6.94403172	16176
Ppp1r17	1.903402094	5.351705615	31.03646594	2.53e-08	2.99e-07	3.740943285	19051
Slco2b1	-3.52276624	3.282330142	31.03584889	2.53e-08	2.99e-07	-11.49365895	101488
Mtm1	-1.792038129	4.051598016	31.03320962	2.54e-08	2.99e-07	-3.463037785	17772
Sh3bgr	-3.730198547	1.831417287	31.0298429	2.54e-08	2.99e-07	-13.27093898	50795
Ifi47	-2.585836675	6.678588507	31.01266424	2.56e-08	3.02e-07	-6.003636691	15953
Il18rap	-3.271818044	1.840846896	31.00960405	2.57e-08	3.02e-07	-9.658626487	16174
Ankrd1	-4.291010634	2.233369486	31.00453218	2.57e-08	3.02e-07	-19.57595295	107765
Parp12	-1.814910159	6.707343313	30.98839127	2.6e-08	3.05e-07	-3.518377196	243771
